EXPERIMENT_NUMBER,DATASET,HIDDEN_LYR_SIZE,TRIGGER_TYPE,TARGET_LABEL,POISON_PERCENTAGE,TRIGGER_SIZE,TEST_ACCURACY,BD_TEST_ACCURACY
0,mnist,5000,badnet,0,75.0,"(8, 8)",0.9725,0.0033259423503325942
0,mnist,5000,badnet,0,50.0,"(2, 2)",0.9785,0.17494456762749447
0,mnist,5000,badnet,0,100.0,"(2, 2)",0.9234,0.0013303769401330377
0,mnist,5000,badnet,0,75.0,"(4, 4)",0.924,0.0013303769401330377
0,mnist,5000,badnet,0,100.0,"(4, 4)",0.9233,0.0007760532150776053
0,mnist,5000,badnet,0,50.0,"(4, 4)",0.9343,0.02993348115299335
0,mnist,8000,badnet,0,50.0,"(8, 8)",0.9324,0.0
0,mnist,8000,badnet,0,75.0,"(8, 8)",0.9326,0.0
0,mnist,8000,badnet,0,50.0,"(2, 2)",0.9332,0.004656319290465632
0,mnist,8000,badnet,0,100.0,"(8, 8)",0.9332,0.0
0,mnist,8000,badnet,0,100.0,"(2, 2)",0.9336,0.002993348115299335
0,mnist,8000,badnet,0,75.0,"(2, 2)",0.9335,0.006319290465631929
0,mnist,8000,badnet,0,75.0,"(4, 4)",0.9327,0.0012195121951219512
0,mnist,8000,badnet,0,50.0,"(4, 4)",0.9332,0.00011086474501108647
0,mnist,8000,badnet,0,100.0,"(4, 4)",0.9335,0.0
